k,f_b,z,n,error_68_m,error_68_p,error_95_m,error_95_p
0.1000000000000023,0.33,0.0,23.0,-0.00018704725675986315,0.00020537158418103017,-0.0003597873592882187,0.00040382740106867577
0.1000000000000023,0.39,0.0,36.0,-0.00014090624737535435,0.00014429316242699856,-0.0002621817110429632,0.0003076575604555677
0.1000000000000023,0.45,0.0,32.0,-0.00010998188270020712,0.00015075708039691583,-0.00019913495735542682,0.00033338709269213883
0.1000000000000023,0.51,0.0,56.0,-0.00011820227774310535,0.00014119026157873602,-0.00022819437438842811,0.0002845450195062872
0.1000000000000023,0.57,0.0,44.0,-8.32083790850112e-05,0.00012181933380313126,-0.00015792894897780267,0.00025844962203071606
0.1000000000000023,0.63,0.0,57.0,-8.633636597500157e-05,0.00010842920974392579,-0.0001654091475759964,0.00022104260495034726
0.1000000000000023,0.69,0.0,104.0,-7.695618675120657e-05,7.87190697640077e-05,-0.0001541692170771733,0.00015977167173008623
0.1000000000000023,0.75,0.0,96.0,-9.765894460879264e-05,0.00010202479786291022,-0.0001868404424034891,0.00020288776728959263
0.1000000000000023,0.81,0.0,46.0,-0.0001535909789935542,0.0001147907443185527,-0.0003078270722578158,0.00023634099790745483
0.1270454343320481,0.33,0.0,24.0,-0.00026119648526909585,0.0002963983215082791,-0.0005273497191543767,0.0006013120714493838
0.1270454343320481,0.39,0.0,35.0,-0.00018516327765447002,0.0002068852667528463,-0.00037708884328907706,0.000403228788334114
0.1270454343320481,0.45,0.0,33.0,-0.00013574928526918415,0.00018589210207326065,-0.00025803273089358746,0.0003802549238001651
0.1270454343320481,0.51,0.0,55.0,-0.00015282926485264727,0.00016757007028416363,-0.0002826497514882095,0.00034825226326561
0.1270454343320481,0.57,0.0,45.0,-9.623836000494539e-05,0.00013915621532823968,-0.00018497432079125757,0.0002818017777439204
0.1270454343320481,0.63,0.0,58.0,-0.00010128244249628917,0.00011939267690312273,-0.00018989690279383847,0.00022867961733263694
0.1270454343320481,0.69,0.0,102.0,-8.45743311866213e-05,8.014361707193834e-05,-0.00015485579238012107,0.00016637371918059584
0.1270454343320481,0.75,0.0,97.0,-0.00010085042803800607,0.00010054264196551388,-0.00018856170542201693,0.00020954779816524029
0.1270454343320481,0.81,0.0,45.0,-0.00015774528969505466,0.00012173347625329304,-0.00032984764554085696,0.0002246787776776291
0.1614054238462149,0.33,0.0,24.0,-0.0004088532957341692,0.0004701928746598259,-0.0008098704038891298,0.0009002506832062307
0.1614054238462149,0.39,0.0,36.0,-0.00026898892669652584,0.000270745245976299,-0.0005388364319680529,0.00053176559029761
0.1614054238462149,0.45,0.0,34.0,-0.00020903650410325465,0.00024503716787769225,-0.0003975745095481635,0.0005262766789965275
